p,T,F,R,h,s,u,v
1.10000e+06,1.57500e+03,7.00000e-01,2.88490e+02,1.84015e+06,8.14540e+03,1.38578e+06,4.13065e-01 
1.10000e+06,1.57500e+03,8.00000e-01,2.88556e+02,1.85534e+06,8.22747e+03,1.40086e+06,4.13160e-01 
1.10000e+06,1.57500e+03,9.00000e-01,2.88621e+02,1.87033e+06,8.27790e+03,1.41576e+06,4.13253e-01 
1.10000e+06,1.57500e+03,1.00000e+00,2.88686e+02,1.88514e+06,8.29796e+03,1.43046e+06,4.13346e-01 
1.10000e+06,1.57500e+03,1.10000e+00,2.88750e+02,1.89977e+06,8.28886e+03,1.44499e+06,4.13437e-01 
1.10000e+06,1.57500e+03,1.20000e+00,2.88813e+02,1.91422e+06,8.25176e+03,1.45934e+06,4.13527e-01 
1.10000e+06,1.67500e+03,0.00000e+00,2.87963e+02,1.85121e+06,6.66936e+03,1.36887e+06,4.38489e-01 
1.10000e+06,1.67500e+03,1.00000e-01,2.88035e+02,1.86948e+06,7.01392e+03,1.38702e+06,4.38599e-01 
1.10000e+06,1.67500e+03,2.00000e-01,2.88107e+02,1.88750e+06,7.31639e+03,1.40492e+06,4.38709e-01 
1.10000e+06,1.67500e+03,3.00000e-01,2.88178e+02,1.90530e+06,7.57845e+03,1.42260e+06,4.38817e-01 
1.10000e+06,1.67500e+03,4.00000e-01,2.88248e+02,1.92286e+06,7.80174e+03,1.44005e+06,4.38923e-01 
1.10000e+06,1.67500e+03,5.00000e-01,2.88317e+02,1.94020e+06,7.98778e+03,1.45727e+06,4.39029e-01 
1.10000e+06,1.67500e+03,6.00000e-01,2.88385e+02,1.95732e+06,8.13808e+03,1.47428e+06,4.39132e-01 
1.10000e+06,1.67500e+03,7.00000e-01,2.88453e+02,1.97423e+06,8.25405e+03,1.49107e+06,4.39235e-01 
1.10000e+06,1.67500e+03,8.00000e-01,2.88519e+02,1.99092e+06,8.33706e+03,1.50765e+06,4.39336e-01 
1.10000e+06,1.67500e+03,9.00000e-01,2.88585e+02,2.00740e+06,8.38842e+03,1.52402e+06,4.39436e-01 
1.10000e+06,1.67500e+03,1.00000e+00,2.88649e+02,2.02368e+06,8.40940e+03,1.54019e+06,4.39534e-01 
1.10000e+06,1.67500e+03,1.10000e+00,2.88713e+02,2.03975e+06,8.40121e+03,1.55616e+06,4.39632e-01 
1.10000e+06,1.67500e+03,1.20000e+00,2.88776e+02,2.05564e+06,8.36500e+03,1.57193e+06,4.39728e-01 
1.10000e+06,1.77500e+03,0.00000e+00,2.87927e+02,1.97508e+06,6.77422e+03,1.46401e+06,4.64610e-01 
1.10000e+06,1.77500e+03,1.00000e-01,2.88000e+02,1.99504e+06,7.11976e+03,1.48383e+06,4.64728e-01 
1.10000e+06,1.77500e+03,2.00000e-01,2.88072e+02,2.01473e+06,7.42321e+03,1.50340e+06,4.64844e-01 
1.10000e+06,1.77500e+03,3.00000e-01,2.88143e+02,2.03417e+06,7.68625e+03,1.52271e+06,4.64958e-01 
1.10000e+06,1.77500e+03,4.00000e-01,2.88213e+02,2.05335e+06,7.91049e+03,1.54177e+06,4.65071e-01 
1.10000e+06,1.77500e+03,5.00000e-01,2.88282e+02,2.07229e+06,8.09748e+03,1.56059e+06,4.65183e-01 
1.10000e+06,1.77500e+03,6.00000e-01,2.88351e+02,2.09099e+06,8.24871e+03,1.57917e+06,4.65293e-01 
1.10000e+06,1.77500e+03,7.00000e-01,2.88418e+02,2.10946e+06,8.36560e+03,1.59752e+06,4.65402e-01 
1.10000e+06,1.77500e+03,8.00000e-01,2.88484e+02,2.12769e+06,8.44952e+03,1.61563e+06,4.65509e-01 
1.10000e+06,1.77500e+03,9.00000e-01,2.88550e+02,2.14570e+06,8.50178e+03,1.63352e+06,4.65615e-01 
1.10000e+06,1.77500e+03,1.00000e+00,2.88615e+02,2.16348e+06,8.52365e+03,1.65119e+06,4.65719e-01 
1.10000e+06,1.77500e+03,1.10000e+00,2.88679e+02,2.18104e+06,8.51633e+03,1.66863e+06,4.65823e-01 
1.10000e+06,1.77500e+03,1.20000e+00,2.88742e+02,2.19839e+06,8.48099e+03,1.68587e+06,4.65925e-01 
1.10000e+06,1.87500e+03,0.00000e+00,2.87895e+02,2.09970e+06,6.88389e+03,1.55990e+06,4.90729e-01 
1.10000e+06,1.87500e+03,1.00000e-01,2.87967e+02,2.12138e+06,7.23040e+03,1.58144e+06,4.90854e-01 
1.10000e+06,1.87500e+03,2.00000e-01,2.88039e+02,2.14277e+06,7.53480e+03,1.60270e+06,4.90976e-01 
1.10000e+06,1.87500e+03,3.00000e-01,2.88110e+02,2.16389e+06,7.79877e+03,1.62368e+06,4.91097e-01 
1.10000e+06,1.87500e+03,4.00000e-01,2.88180e+02,2.18473e+06,8.02393e+03,1.64440e+06,4.91217e-01 
1.10000e+06,1.87500e+03,5.00000e-01,2.88250e+02,2.20531e+06,8.21184e+03,1.66484e+06,4.91335e-01 
1.10000e+06,1.87500e+03,6.00000e-01,2.88318e+02,2.22563e+06,8.36397e+03,1.68503e+06,4.91451e-01 
1.10000e+06,1.87500e+03,7.00000e-01,2.88385e+02,2.24569e+06,8.48175e+03,1.70496e+06,4.91566e-01 
1.10000e+06,1.87500e+03,8.00000e-01,2.88452e+02,2.26549e+06,8.56654e+03,1.72465e+06,4.91679e-01 
1.10000e+06,1.87500e+03,9.00000e-01,2.88517e+02,2.28505e+06,8.61967e+03,1.74408e+06,4.91791e-01 
1.10000e+06,1.87500e+03,1.00000e+00,2.88582e+02,2.30437e+06,8.64240e+03,1.76328e+06,4.91901e-01 
1.10000e+06,1.87500e+03,1.10000e+00,2.88646e+02,2.32345e+06,8.63593e+03,1.78224e+06,4.92011e-01 
1.10000e+06,1.87500e+03,1.20000e+00,2.88709e+02,2.34230e+06,8.60142e+03,1.80097e+06,4.92118e-01 
1.10000e+06,1.97500e+03,0.00000e+00,2.87864e+02,2.22494e+06,7.00018e+03,1.65641e+06,5.16847e-01 
1.10000e+06,1.97500e+03,1.00000e-01,2.87937e+02,2.24838e+06,7.34761e+03,1.67970e+06,5.16978e-01 
1.10000e+06,1.97500e+03,2.00000e-01,2.88009e+02,2.27151e+06,7.65293e+03,1.70269e+06,5.17107e-01 
1.10000e+06,1.97500e+03,3.00000e-01,2.88080e+02,2.29433e+06,7.91781e+03,1.72538e+06,5.17234e-01 
1.10000e+06,1.97500e+03,4.00000e-01,2.88150e+02,2.31687e+06,8.14387e+03,1.74777e+06,5.17360e-01 
1.10000e+06,1.97500e+03,5.00000e-01,2.88219e+02,2.33911e+06,8.33265e+03,1.76988e+06,5.17484e-01 
1.10000e+06,1.97500e+03,6.00000e-01,2.88287e+02,2.36108e+06,8.48565e+03,1.79171e+06,5.17607e-01 
1.10000e+06,1.97500e+03,7.00000e-01,2.88355e+02,2.38276e+06,8.60429e+03,1.81326e+06,5.17728e-01 
1.10000e+06,1.97500e+03,8.00000e-01,2.88421e+02,2.40418e+06,8.68994e+03,1.83454e+06,5.17847e-01 
1.10000e+06,1.97500e+03,9.00000e-01,2.88487e+02,2.42532e+06,8.74391e+03,1.85556e+06,5.17965e-01 
1.10000e+06,1.97500e+03,1.00000e+00,2.88551e+02,2.44621e+06,8.76746e+03,1.87632e+06,5.18081e-01 
1.10000e+06,1.97500e+03,1.10000e+00,2.88615e+02,2.46683e+06,8.76181e+03,1.89682e+06,5.18196e-01 
1.10000e+06,1.97500e+03,1.20000e+00,2.88679e+02,2.48721e+06,8.72811e+03,1.91707e+06,5.18309e-01 
1.10000e+06,2.07500e+03,0.00000e+00,2.87836e+02,2.35069e+06,7.12500e+03,1.75343e+06,5.42963e-01 
1.10000e+06,2.07500e+03,1.00000e-01,2.87909e+02,2.37591e+06,7.47334e+03,1.77850e+06,5.43101e-01 
1.10000e+06,2.07500e+03,2.00000e-01,2.87981e+02,2.40081e+06,7.77954e+03,1.80325e+06,5.43236e-01 
1.10000e+06,2.07500e+03,3.00000e-01,2.88051e+02,2.42538e+06,8.04530e+03,1.82767e+06,5.43370e-01 
1.10000e+06,2.07500e+03,4.00000e-01,2.88121e+02,2.44963e+06,8.27222e+03,1.85178e+06,5.43502e-01 
1.10000e+06,2.07500e+03,5.00000e-01,2.88190e+02,2.47358e+06,8.46186e+03,1.87558e+06,5.43632e-01 
1.10000e+06,2.07500e+03,6.00000e-01,2.88259e+02,2.49722e+06,8.61571e+03,1.89908e+06,5.43761e-01 
1.10000e+06,2.07500e+03,7.00000e-01,2.88326e+02,2.52056e+06,8.73518e+03,1.92228e+06,5.43887e-01 
1.10000e+06,2.07500e+03,8.00000e-01,2.88392e+02,2.54360e+06,8.82165e+03,1.94519e+06,5.44013e-01 
1.10000e+06,2.07500e+03,9.00000e-01,2.88458e+02,2.56636e+06,8.87643e+03,1.96781e+06,5.44136e-01 
1.10000e+06,2.07500e+03,1.00000e+00,2.88523e+02,2.58884e+06,8.90079e+03,1.99016e+06,5.44258e-01 
1.10000e+06,2.07500e+03,1.10000e+00,2.88586e+02,2.61104e+06,8.89592e+03,2.01223e+06,5.44379e-01 
1.10000e+06,2.07500e+03,1.20000e+00,2.88650e+02,2.63297e+06,8.86301e+03,2.03402e+06,5.44498e-01 
1.10000e+06,2.17500e+03,0.00000e+00,2.87810e+02,2.47686e+06,7.26043e+03,1.85087e+06,5.69078e-01 
1.10000e+06,2.17500e+03,1.00000e-01,2.87882e+02,2.50390e+06,7.60964e+03,1.87775e+06,5.69222e-01 
1.10000e+06,2.17500e+03,2.00000e-01,2.87954e+02,2.53058e+06,7.91670e+03,1.90428e+06,5.69364e-01 
1.10000e+06,2.17500e+03,3.00000e-01,2.88025e+02,2.55692e+06,8.18331e+03,1.93047e+06,5.69504e-01 
1.10000e+06,2.17500e+03,4.00000e-01,2.88095e+02,2.58293e+06,8.41107e+03,1.95632e+06,5.69642e-01 
1.10000e+06,2.17500e+03,5.00000e-01,2.88164e+02,2.60859e+06,8.60154e+03,1.98184e+06,5.69778e-01 
1.10000e+06,2.17500e+03,6.00000e-01,2.88232e+02,2.63394e+06,8.75620e+03,2.00703e+06,5.69913e-01 
1.10000e+06,2.17500e+03,7.00000e-01,2.88299e+02,2.65896e+06,8.87648e+03,2.03191e+06,5.70046e-01 
1.10000e+06,2.17500e+03,8.00000e-01,2.88365e+02,2.68367e+06,8.96375e+03,2.05647e+06,5.70177e-01 
1.10000e+06,2.17500e+03,9.00000e-01,2.88431e+02,2.70807e+06,9.01932e+03,2.08073e+06,5.70306e-01 
1.10000e+06,2.17500e+03,1.00000e+00,2.88495e+02,2.73216e+06,9.04445e+03,2.10469e+06,5.70434e-01 
1.10000e+06,2.17500e+03,1.10000e+00,2.88559e+02,2.75596e+06,9.04036e+03,2.12835e+06,5.70560e-01 
1.10000e+06,2.17500e+03,1.20000e+00,2.88622e+02,2.77947e+06,9.00820e+03,2.15172e+06,5.70685e-01 
1.10000e+06,2.27500e+03,0.00000e+00,2.87785e+02,2.60337e+06,7.40869e+03,1.94865e+06,5.95192e-01 
1.10000e+06,2.27500e+03,1.00000e-01,2.87858e+02,2.63225e+06,7.75875e+03,1.97737e+06,5.95342e-01 
1.10000e+06,2.27500e+03,2.00000e-01,2.87929e+02,2.66075e+06,8.06665e+03,2.00571e+06,5.95491e-01 
1.10000e+06,2.27500e+03,3.00000e-01,2.88000e+02,2.68889e+06,8.33409e+03,2.03369e+06,5.95637e-01 
1.10000e+06,2.27500e+03,4.00000e-01,2.88070e+02,2.71666e+06,8.56266e+03,2.06131e+06,5.95781e-01 
1.10000e+06,2.27500e+03,5.00000e-01,2.88139e+02,2.74408e+06,8.75393e+03,2.08857e+06,5.95923e-01 
1.10000e+06,2.27500e+03,6.00000e-01,2.88207e+02,2.77115e+06,8.90939e+03,2.11548e+06,5.96064e-01 
1.10000e+06,2.27500e+03,7.00000e-01,2.88274e+02,2.79788e+06,9.03045e+03,2.14206e+06,5.96202e-01 
1.10000e+06,2.27500e+03,8.00000e-01,2.88340e+02,2.82427e+06,9.11850e+03,2.16830e+06,5.96339e-01 
1.10000e+06,2.27500e+03,9.00000e-01,2.88405e+02,2.85033e+06,9.17483e+03,2.19421e+06,5.96474e-01 
1.10000e+06,2.27500e+03,1.00000e+00,2.88470e+02,2.87607e+06,9.20072e+03,2.21981e+06,5.96608e-01 
1.10000e+06,2.27500e+03,1.10000e+00,2.88533e+02,2.90150e+06,9.19737e+03,2.24508e+06,5.96740e-01 
1.10000e+06,2.27500e+03,1.20000e+00,2.88596e+02,2.92661e+06,9.16595e+03,2.27005e+06,5.96870e-01 
1.10000e+06,2.37500e+03,0.00000e+00,2.87762e+02,2.73017e+06,7.57221e+03,2.04673e+06,6.21305e-01 
1.10000e+06,2.37500e+03,1.00000e-01,2.87835e+02,2.76092e+06,7.92309e+03,2.07731e+06,6.21462e-01 
1.10000e+06,2.37500e+03,2.00000e-01,2.87906e+02,2.79126e+06,8.23180e+03,2.10749e+06,6.21616e-01 
1.10000e+06,2.37500e+03,3.00000e-01,2.87977e+02,2.82122e+06,8.50004e+03,2.13727e+06,6.21768e-01 
1.10000e+06,2.37500e+03,4.00000e-01,2.88047e+02,2.85079e+06,8.72941e+03,2.16668e+06,6.21919e-01 
1.10000e+06,2.37500e+03,5.00000e-01,2.88115e+02,2.87998e+06,8.92146e+03,2.19570e+06,6.22067e-01 
1.10000e+06,2.37500e+03,6.00000e-01,2.88183e+02,2.90879e+06,9.07769e+03,2.22436e+06,6.22213e-01 
1.10000e+06,2.37500e+03,7.00000e-01,2.88250e+02,2.93725e+06,9.19951e+03,2.25265e+06,6.22358e-01 
1.10000e+06,2.37500e+03,8.00000e-01,2.88316e+02,2.96534e+06,9.28830e+03,2.28059e+06,6.22501e-01 
1.10000e+06,2.37500e+03,9.00000e-01,2.88381e+02,2.99309e+06,9.34538e+03,2.30819e+06,6.22641e-01 
1.10000e+06,2.37500e+03,1.00000e+00,2.88446e+02,3.02049e+06,9.37200e+03,2.33543e+06,6.22780e-01 
1.10000e+06,2.37500e+03,1.10000e+00,2.88509e+02,3.04756e+06,9.36938e+03,2.36235e+06,6.22918e-01 
1.10000e+06,2.37500e+03,1.20000e+00,2.88572e+02,3.07429e+06,9.33867e+03,2.38893e+06,6.23053e-01 
1.10000e+06,2.47500e+03,0.00000e+00,2.87741e+02,2.85723e+06,7.75356e+03,2.14507e+06,6.47418e-01 
1.10000e+06,2.47500e+03,1.00000e-01,2.87813e+02,2.88987e+06,8.10525e+03,2.17753e+06,6.47580e-01 
1.10000e+06,2.47500e+03,2.00000e-01,2.87885e+02,2.92208e+06,8.41475e+03,2.20956e+06,6.47741e-01 
1.10000e+06,2.47500e+03,3.00000e-01,2.87955e+02,2.95387e+06,8.68377e+03,2.24118e+06,6.47899e-01 
1.10000e+06,2.47500e+03,4.00000e-01,2.88025e+02,2.98525e+06,8.91390e+03,2.27239e+06,6.48055e-01 
1.10000e+06,2.47500e+03,5.00000e-01,2.88093e+02,3.01623e+06,9.10672e+03,2.30320e+06,6.48210e-01 
1.10000e+06,2.47500e+03,6.00000e-01,2.88161e+02,3.04681e+06,9.26370e+03,2.33361e+06,6.48362e-01 
1.10000e+06,2.47500e+03,7.00000e-01,2.88228e+02,3.07701e+06,9.38626e+03,2.36365e+06,6.48512e-01 
1.10000e+06,2.47500e+03,8.00000e-01,2.88294e+02,3.10683e+06,9.47579e+03,2.39330e+06,6.48661e-01 
1.10000e+06,2.47500e+03,9.00000e-01,2.88359e+02,3.13628e+06,9.53359e+03,2.42259e+06,6.48807e-01 
1.10000e+06,2.47500e+03,1.00000e+00,2.88423e+02,3.16536e+06,9.56092e+03,2.45151e+06,6.48952e-01 
1.10000e+06,2.47500e+03,1.10000e+00,2.88486e+02,3.19409e+06,9.55900e+03,2.48008e+06,6.49095e-01 
1.10000e+06,2.47500e+03,1.20000e+00,2.88549e+02,3.22246e+06,9.52899e+03,2.50830e+06,6.49236e-01 
1.10000e+06,2.57500e+03,0.00000e+00,2.87721e+02,2.98454e+06,7.95556e+03,2.24366e+06,6.73529e-01 
1.10000e+06,2.57500e+03,1.00000e-01,2.87793e+02,3.01908e+06,8.30802e+03,2.27801e+06,6.73698e-01 
1.10000e+06,2.57500e+03,2.00000e-01,2.87865e+02,3.05316e+06,8.61830e+03,2.31191e+06,6.73865e-01 
1.10000e+06,2.57500e+03,3.00000e-01,2.87935e+02,3.08681e+06,8.88807e+03,2.34538e+06,6.74029e-01 
1.10000e+06,2.57500e+03,4.00000e-01,2.88004e+02,3.12002e+06,9.11896e+03,2.37841e+06,6.74191e-01 
1.10000e+06,2.57500e+03,5.00000e-01,2.88073e+02,3.15281e+06,9.31252e+03,2.41102e+06,6.74352e-01 
1.10000e+06,2.57500e+03,6.00000e-01,2.88140e+02,3.18517e+06,9.47022e+03,2.44321e+06,6.74510e-01 
1.10000e+06,2.57500e+03,7.00000e-01,2.88207e+02,3.21713e+06,9.59351e+03,2.47500e+06,6.74666e-01 
1.10000e+06,2.57500e+03,8.00000e-01,2.88273e+02,3.24869e+06,9.68375e+03,2.50639e+06,6.74820e-01 
1.10000e+06,2.57500e+03,9.00000e-01,2.88337e+02,3.27986e+06,9.74226e+03,2.53739e+06,6.74972e-01 
1.10000e+06,2.57500e+03,1.00000e+00,2.88402e+02,3.31064e+06,9.77029e+03,2.56800e+06,6.75122e-01 
1.10000e+06,2.57500e+03,1.10000e+00,2.88465e+02,3.34104e+06,9.76905e+03,2.59824e+06,6.75270e-01 
1.10000e+06,2.57500e+03,1.20000e+00,2.88528e+02,3.37106e+06,9.73972e+03,2.62810e+06,6.75417e-01 
1.10000e+06,2.67500e+03,0.00000e+00,2.87702e+02,3.11209e+06,8.18119e+03,2.34249e+06,6.99640e-01 
1.10000e+06,2.67500e+03,1.00000e-01,2.87774e+02,3.14855e+06,8.53441e+03,2.37875e+06,6.99815e-01 
1.10000e+06,2.67500e+03,2.00000e-01,2.87845e+02,3.18453e+06,8.84544e+03,2.41454e+06,6.99988e-01 
1.10000e+06,2.67500e+03,3.00000e-01,2.87916e+02,3.22004e+06,9.11596e+03,2.44986e+06,7.00158e-01 
1.10000e+06,2.67500e+03,4.00000e-01,2.87985e+02,3.25509e+06,9.34758e+03,2.48473e+06,7.00327e-01 
1.10000e+06,2.67500e+03,5.00000e-01,2.88053e+02,3.28970e+06,9.54186e+03,2.51916e+06,7.00493e-01 
1.10000e+06,2.67500e+03,6.00000e-01,2.88120e+02,3.32387e+06,9.70028e+03,2.55314e+06,7.00656e-01 
1.10000e+06,2.67500e+03,7.00000e-01,2.88187e+02,3.35760e+06,9.82428e+03,2.58670e+06,7.00818e-01 
1.10000e+06,2.67500e+03,8.00000e-01,2.88253e+02,3.39091e+06,9.91521e+03,2.61983e+06,7.00978e-01 
1.10000e+06,2.67500e+03,9.00000e-01,2.88317e+02,3.42380e+06,9.97440e+03,2.65256e+06,7.01136e-01 
1.10000e+06,2.67500e+03,1.00000e+00,2.88381e+02,3.45629e+06,1.00031e+04,2.68487e+06,7.01291e-01 
1.10000e+06,2.67500e+03,1.10000e+00,2.88445e+02,3.48838e+06,1.00026e+04,2.71679e+06,7.01445e-01 
1.10000e+06,2.67500e+03,1.20000e+00,2.88507e+02,3.52007e+06,9.97389e+03,2.74831e+06,7.01597e-01 
1.10000e+06,2.77500e+03,0.00000e+00,2.87685e+02,3.23991e+06,8.43368e+03,2.44158e+06,7.25750e-01 
1.10000e+06,2.77500e+03,1.00000e-01,2.87757e+02,3.27829e+06,8.78765e+03,2.47976e+06,7.25931e-01 
1.10000e+06,2.77500e+03,2.00000e-01,2.87828e+02,3.31617e+06,9.09941e+03,2.51745e+06,7.26110e-01 
1.10000e+06,2.77500e+03,3.00000e-01,2.87897e+02,3.35356e+06,9.37065e+03,2.55465e+06,7.26287e-01 
1.10000e+06,2.77500e+03,4.00000e-01,2.87967e+02,3.39047e+06,9.60299e+03,2.59136e+06,7.26461e-01 
1.10000e+06,2.77500e+03,5.00000e-01,2.88035e+02,3.42691e+06,9.79798e+03,2.62761e+06,7.26633e-01 
1.10000e+06,2.77500e+03,6.00000e-01,2.88102e+02,3.46288e+06,9.95710e+03,2.66340e+06,7.26803e-01 
1.10000e+06,2.77500e+03,7.00000e-01,2.88168e+02,3.49840e+06,1.00818e+04,2.69873e+06,7.26970e-01 
1.10000e+06,2.77500e+03,8.00000e-01,2.88234e+02,3.53347e+06,1.01734e+04,2.73362e+06,7.27135e-01 
1.10000e+06,2.77500e+03,9.00000e-01,2.88299e+02,3.56811e+06,1.02333e+04,2.76808e+06,7.27299e-01 
1.10000e+06,2.77500e+03,1.00000e+00,2.88362e+02,3.60231e+06,1.02626e+04,2.80211e+06,7.27460e-01 
1.10000e+06,2.77500e+03,1.10000e+00,2.88426e+02,3.63610e+06,1.02627e+04,2.83572e+06,7.27619e-01 
1.10000e+06,2.77500e+03,1.20000e+00,2.88488e+02,3.66947e+06,1.02347e+04,2.86892e+06,7.27776e-01 
1.10000e+06,2.87500e+03,0.00000e+00,2.87668e+02,3.36800e+06,8.71647e+03,2.54095e+06,7.51860e-01 
1.10000e+06,2.87500e+03,1.00000e-01,2.87740e+02,3.40832e+06,9.07117e+03,2.58106e+06,7.52047e-01 
1.10000e+06,2.87500e+03,2.00000e-01,2.87811e+02,3.44811e+06,9.38366e+03,2.62066e+06,7.52232e-01 
1.10000e+06,2.87500e+03,3.00000e-01,2.87880e+02,3.48739e+06,9.65561e+03,2.65973e+06,7.52415e-01 
1.10000e+06,2.87500e+03,4.00000e-01,2.87949e+02,3.52616e+06,9.88865e+03,2.69831e+06,7.52595e-01 
1.10000e+06,2.87500e+03,5.00000e-01,2.88017e+02,3.56444e+06,1.00843e+04,2.73639e+06,7.52773e-01 
1.10000e+06,2.87500e+03,6.00000e-01,2.88084e+02,3.60223e+06,1.02441e+04,2.77399e+06,7.52948e-01 
1.10000e+06,2.87500e+03,7.00000e-01,2.88151e+02,3.63954e+06,1.03695e+04,2.81111e+06,7.53121e-01 
1.10000e+06,2.87500e+03,8.00000e-01,2.88216e+02,3.67639e+06,1.04618e+04,2.84776e+06,7.53292e-01 
1.10000e+06,2.87500e+03,9.00000e-01,2.88281e+02,3.71277e+06,1.05223e+04,2.88396e+06,7.53461e-01 
1.10000e+06,2.87500e+03,1.00000e+00,2.88344e+02,3.74870e+06,1.05523e+04,2.91971e+06,7.53627e-01 
1.10000e+06,2.87500e+03,1.10000e+00,2.88407e+02,3.78419e+06,1.05531e+04,2.95502e+06,7.53792e-01 
1.10000e+06,2.87500e+03,1.20000e+00,2.88470e+02,3.81925e+06,1.05257e+04,2.98990e+06,7.53954e-01 
1.10000e+06,2.97500e+03,0.00000e+00,2.87653e+02,3.49640e+06,9.03325e+03,2.64063e+06,7.77969e-01 
1.10000e+06,2.97500e+03,1.00000e-01,2.87724e+02,3.53866e+06,9.38867e+03,2.68268e+06,7.78163e-01 
1.10000e+06,2.97500e+03,2.00000e-01,2.87795e+02,3.58038e+06,9.70187e+03,2.72419e+06,7.78354e-01 
1.10000e+06,2.97500e+03,3.00000e-01,2.87864e+02,3.62155e+06,9.97452e+03,2.76515e+06,7.78542e-01 
1.10000e+06,2.97500e+03,4.00000e-01,2.87933e+02,3.66219e+06,1.02083e+04,2.80559e+06,7.78728e-01 
1.10000e+06,2.97500e+03,5.00000e-01,2.88001e+02,3.70232e+06,1.04046e+04,2.84551e+06,7.78912e-01 
1.10000e+06,2.97500e+03,6.00000e-01,2.88068e+02,3.74193e+06,1.05651e+04,2.88493e+06,7.79093e-01 
1.10000e+06,2.97500e+03,7.00000e-01,2.88134e+02,3.78104e+06,1.06911e+04,2.92384e+06,7.79272e-01 
1.10000e+06,2.97500e+03,8.00000e-01,2.88199e+02,3.81966e+06,1.07841e+04,2.96227e+06,7.79448e-01 
1.10000e+06,2.97500e+03,9.00000e-01,2.88264e+02,3.85780e+06,1.08452e+04,3.00022e+06,7.79622e-01 
1.10000e+06,2.97500e+03,1.00000e+00,2.88327e+02,3.89547e+06,1.08759e+04,3.03769e+06,7.79794e-01 
1.10000e+06,2.97500e+03,1.10000e+00,2.88390e+02,3.93267e+06,1.08773e+04,3.07471e+06,7.79964e-01 
1.10000e+06,2.97500e+03,1.20000e+00,2.88452e+02,3.96941e+06,1.08505e+04,3.11127e+06,7.80132e-01 
2.10000e+06,2.75000e+02,0.00000e+00,2.83524e+02,2.69599e+05,4.40257e+03,1.91630e+05,3.71282e-02 
2.10000e+06,2.75000e+02,1.00000e-01,2.82872e+02,2.69972e+05,4.72645e+03,1.92182e+05,3.70427e-02 
2.10000e+06,2.75000e+02,2.00000e-01,2.82212e+02,2.70327e+05,5.00849e+03,1.92719e+05,3.69564e-02 
2.10000e+06,2.75000e+02,3.00000e-01,2.81547e+02,2.70665e+05,5.25036e+03,1.93239e+05,3.68692e-02 
2.10000e+06,2.75000e+02,4.00000e-01,2.80876e+02,2.70986e+05,5.45367e+03,1.93745e+05,3.67813e-02 
2.10000e+06,2.75000e+02,5.00000e-01,2.80199e+02,2.71290e+05,5.61997e+03,1.94236e+05,3.66927e-02 
2.10000e+06,2.75000e+02,6.00000e-01,2.79516e+02,2.71578e+05,5.75074e+03,1.94711e+05,3.66033e-02 
2.10000e+06,2.75000e+02,7.00000e-01,2.78828e+02,2.71851e+05,5.84740e+03,1.95173e+05,3.65132e-02 
2.10000e+06,2.75000e+02,8.00000e-01,2.78135e+02,2.72108e+05,5.91131e+03,1.95620e+05,3.64225e-02 
2.10000e+06,2.75000e+02,9.00000e-01,2.77437e+02,2.72349e+05,5.94379e+03,1.96054e+05,3.63311e-02 
2.10000e+06,2.75000e+02,1.00000e+00,2.76735e+02,2.72576e+05,5.94609e+03,1.96474e+05,3.62391e-02 
2.10000e+06,2.75000e+02,1.10000e+00,2.76028e+02,2.72789e+05,5.91941e+03,1.96881e+05,3.61465e-02 
2.10000e+06,2.75000e+02,1.20000e+00,2.75317e+02,2.72987e+05,5.86492e+03,1.97275e+05,3.60534e-02 
2.10000e+06,3.75000e+02,0.00000e+00,2.87710e+02,3.72969e+05,4.72288e+03,2.65077e+05,5.13769e-02 
2.10000e+06,3.75000e+02,1.00000e-01,2.87479e+02,3.74188e+05,5.04941e+03,2.66384e+05,5.13355e-02 
2.10000e+06,3.75000e+02,2.00000e-01,2.87246e+02,3.75387e+05,5.33408e+03,2.67670e+05,5.12939e-02 
2.10000e+06,3.75000e+02,3.00000e-01,2.87012e+02,3.76566e+05,5.57858e+03,2.68937e+05,5.12521e-02 
2.10000e+06,3.75000e+02,4.00000e-01,2.86777e+02,3.77725e+05,5.78450e+03,2.70184e+05,5.12101e-02 
2.10000e+06,3.75000e+02,5.00000e-01,2.86541e+02,3.78865e+05,5.95340e+03,2.71412e+05,5.11680e-02 
2.10000e+06,3.75000e+02,6.00000e-01,2.86305e+02,3.79986e+05,6.08677e+03,2.72622e+05,5.11258e-02 
2.10000e+06,3.75000e+02,7.00000e-01,2.86067e+02,3.81088e+05,6.18601e+03,2.73813e+05,5.10835e-02 
2.10000e+06,3.75000e+02,8.00000e-01,2.85830e+02,3.82173e+05,6.25250e+03,2.74987e+05,5.10410e-02 
2.10000e+06,3.75000e+02,9.00000e-01,2.85591e+02,3.83240e+05,6.28754e+03,2.76143e+05,5.09984e-02 
2.10000e+06,3.75000e+02,1.00000e+00,2.85352e+02,3.84289e+05,6.29239e+03,2.77282e+05,5.09557e-02 
2.10000e+06,3.75000e+02,1.10000e+00,2.85113e+02,3.85321e+05,6.26826e+03,2.78404e+05,5.09130e-02 
2.10000e+06,3.75000e+02,1.20000e+00,2.84873e+02,3.86337e+05,6.21630e+03,2.79510e+05,5.08701e-02 
2.10000e+06,4.75000e+02,0.00000e+00,2.89013e+02,4.76555e+05,4.96774e+03,3.39274e+05,6.53719e-02 
